id,marketCap,horizonPoC,horizonMD,horizonNoVolumes,horizonVolumes,esHistInno30D-ArcanistLiquidity,esHistInno30D-Arcanist,esHistInno30D-Recco
393d7991-8f71-4a37-bc35-c498cebd0a00,94045362.967100,30,0,15,28,,,0.392141
3b8d3e49-66e1-4f0f-8230-9f39a610c898,458631134.033200,20,0,15,15,,,0.266918
ff3cb524-b66c-46e1-a831-04f667bd4da2,620522650.048200,18,0,15,17,,,0.424334
08aa8a2b-b2a3-4e00-bf4a-51e435c8f74e,5137460937.500000,4,0,15,0,,,0.293957
e3147a15-c12f-48a2-ac78-2e692f970b81,24950748807.301701,0,0,15,3,,,0.264366
17fefd51-7bdb-4dc4-a5ca-021b9f13f199,16585736328.125000,0,0,15,0,,,0.228251
b192e9ed-e3b8-46ef-bb77-9b0f848decac,40135334574.692001,0,0,15,4,,,0.253618
cc49b348-1584-43c6-b89d-31fe32586d24,101135095483.455994,0,0,15,0,,,0.121657
bd3d0c27-4897-4aa2-99f9-174e8323a7a0,34970431.479800,30,0,15,30,,,0.330275
7713fede-33da-4daa-b5ed-7702d2c47beb,96485467.923400,30,10,30,30,,,0.606105
e8cd9811-a56d-493e-a760-d8470d05fb3a,17204341.888400,30,0,15,26,,,0.692752
0699001d-2f95-44e5-8020-65dbf0bf8d7b,597419382.699200,18,0,15,30,,,0.658004
8f52fe02-4b15-4157-9a2e-41dbfd4b1cc8,609108727.056300,18,0,15,30,,,0.113925
91371fc7-518a-4430-9f80-c873d3cbfb7d,163047312500.000000,0,0,15,0,,,0.143315
e571df25-1b94-42b3-aadf-d0656b041573,33158461.883600,30,0,15,24,,,0.393595
b1630be1-5512-4a60-b727-1d15f0c4e2c4,7912097656.250000,1,0,15,2,,,0.350606
850835a5-6bfd-4cdc-aa06-c9774d3c3841,14595768880.585600,0,0,15,6,,,0.230478
bc6eb171-34ed-4485-86c4-c4c73e80db3d,3394896484.375000,7,0,15,8,,,0.173755
ffff5617-1a89-4114-9762-b0c1a04afae4,111380597.014900,29,0,15,26,,,0.317289
be3337cb-99b6-4320-84ca-f80285defe98,196325375000.000000,0,0,15,0,,,0.142248
aa72d517-4cf1-4a9c-8029-03d6d59543f7,1321754760.742200,13,0,15,15,,,0.256366
0be5d09d-398d-4ea4-81b6-50ac2e19f1da,251901243.964500,23,0,15,30,,,0.565263
8ab01a82-4004-4506-b47b-cd503118b329,3595450457.145700,6,0,15,14,,,0.179290
f07fe4b9-32e2-4a7d-a346-e0f216230643,42373781250.000000,0,0,15,0,,,0.153623
99a98e93-063e-48fb-9b5a-ff6d188c056c,1258503295.898400,13,0,15,8,,,0.290471
c085dd2f-4212-4908-b9be-77b15d08ae22,1282025711.616600,13,0,15,19,,,0.168087
25d3f87c-297c-4b89-beb2-4d6f8b00bd4f,295127762.197800,22,0,15,24,,,0.467942
42ac7fc4-deff-41b7-a0fc-7eb4fc9536e1,,,0,15,20,,,
9e691739-85c7-4b1c-aaf5-f66af79db3de,885314575.195300,15,0,15,18,,,0.382807
becdf299-ecfe-4f65-8428-6521fe22c56c,30974310.074300,30,0,15,30,,,0.646425
1069a423-788e-4da3-a814-56c565a2d125,37361773778.404503,0,0,15,24,,,0.160851
9d5cde4c-2f35-4b23-b923-e60c7bbaec18,27595126953.125000,0,0,15,0,,,0.207129
cc2b6d4e-f2e8-4dc0-8a44-7989a7bdf1c1,3043787.002600,30,0,15,28,,,1.094616
757b7034-50b6-40cc-bde5-353f606d9265,1778315051.141600,11,0,15,13,,,0.184505
fb848e90-3512-49b5-abad-b35202ce6683,309934094.704700,22,0,15,30,,,0.311173
e56346f9-a334-4b04-9902-5eb3ad9764a3,852609891.628100,16,10,30,23,,,0.148298
8fa6d34b-a29e-438a-b185-36ee6ac70927,405792909.110300,20,0,15,27,,,0.127659
16cde24f-40b1-422c-9380-c7534b5a07bc,9337830078.125000,0,0,15,6,,,0.150377
0d55ec79-81c1-4fc9-a73e-4c426e4957c9,12597666205.112900,0,0,15,8,,,0.130236
2108b682-bb80-4ccb-a510-28ab18d796c7,194938734375.000000,0,0,15,0,,,0.154956
b187cc4d-3982-4aa0-af5d-786637793a25,86584982.738700,30,0,15,30,,,0.577363
23496c17-7fba-4b36-98cd-5d04039c1513,6349556217.368401,2,0,15,10,,,0.136643
3dcc2fd9-2040-4920-92bd-2ee525e6812d,1070241184.225000,14,0,15,11,,,0.360205
a7d035c1-07e1-40d6-867a-7bc17bd5d45c,20736392210.616501,0,0,15,7,,,0.450076
612f9a1c-9dd9-41a5-9bd4-70b8f6738808,1853906744.380500,10,0,15,13,,,0.689849
685837fc-84d8-42db-939d-8c3d3550f49b,110105514.798800,29,0,15,30,,,0.241357
04362be5-a57b-43d0-aeac-99dbd2cc03b8,148812046875.000000,0,0,15,0,,,0.136128
5365c488-96e5-4385-93a4-fdb57e9e2304,15423414579.210800,0,0,15,7,,,0.165405
1ec353a1-1175-4b09-80d4-b28d7be2c9ec,64320186.087100,30,10,30,16,,,0.669971
57367fa1-c2d1-4c7c-84f8-4f5b3e06745d,2243942627.937600,9,0,15,18,,,0.480241
0911d615-9180-486e-a99d-00caed995eba,1671812031.074500,11,0,15,18,,,0.256959
05a13e7e-c09f-42fa-a5c8-5219c3c219c4,63846376.146400,30,0,15,30,,,0.275232
3f895bde-20b1-4fc0-a686-2a524233d621,12385935.746000,30,0,15,30,,,0.376734
44a0b9ae-d378-4510-9728-028fada582ea,23750674370.153400,0,0,15,5,,,0.152310
c575e5a6-6df3-4a44-889b-b077e21a8371,105192386.243600,29,0,15,30,,,0.823854
df990416-48a2-41b1-af7a-fa7a4b8d3542,291807847938.382019,0,0,15,0,,,0.171787
136472b8-9015-4aa1-8fb6-597c3187358f,22572126737.159100,0,0,15,2,,,0.213425
1d8a1b64-76f7-4a99-b409-7ad7e68b28ad,54304614.765200,30,0,15,30,,,0.538424
5de1d269-f0de-4e9e-8266-3eef4de7a7d0,63229824.066200,30,0,15,26,,,0.580857
ce38e364-e564-4498-98f9-d5cdd49284bf,77535586649.971802,0,0,15,2,,,0.157587
b5282d7c-7bc5-4b58-b64d-c748ef674246,45405113708.723495,0,0,15,8,,,0.112626
517c9daf-a435-4294-b5a2-998b3b0a1062,68719360.351600,30,0,15,24,,,0.435476
f570df7a-6b8e-463f-b984-96eaee390edd,9466699.558000,30,0,15,30,,,1.237322
ad7fece7-9bb8-471b-8751-37ce3b13bb8f,394481840.019800,21,0,15,29,,,0.201149
6951eb92-86c0-4604-8cb3-d936b7ab7234,11806042920.007999,0,0,15,30,,,0.765470
0b262d74-11f0-4ded-b8c0-3b3b485bfc2d,1295939697.265600,13,0,15,12,,,0.359064
510a4563-6b82-418a-801f-610ab0fb6ca8,57119137.855300,30,0,15,23,,,1.065647
f32813d9-429d-4803-b8f5-3d6f31941586,369896858.449700,21,0,15,30,,,0.459757
eecb4328-1921-4dcb-aeeb-6504340a6b14,771175964.355500,16,0,15,16,,,0.296104
0abf1ef9-956b-4ce5-b844-f933d3ae0ad2,3911198.139200,30,0,15,30,,,0.892635
fe5e9241-6aec-4da2-9f58-5ec183f0bf1f,203688491.821300,25,0,15,24,,,0.386399
62c8f361-5a75-4748-8346-4fd7fb217bdf,37054725.555300,30,0,15,26,,,1.252081
fca008d2-471a-4f69-bd88-132b283f7703,43021015625.000000,0,0,15,1,,,0.167979
d9f3dafd-4d8e-4164-8a37-66068d1aa90d,22653967285.156300,0,0,15,3,,,0.164976
2e67e5fd-64e5-4320-9079-9cb7449dfd0b,38031520.307200,30,0,15,30,,,0.204452
e8e85571-e906-4032-87ea-7ec391afee34,1864828369.140600,10,0,15,3,,,0.509913
b770be0e-ed0c-460d-b283-802522e52b2f,9496626393.815500,0,0,15,11,,,0.237718
fbab6e5d-0bbf-45de-a262-c94faba3c08c,262435634.726200,23,0,15,28,,,0.121005
2f4f2cfd-a04d-4725-9cb6-598da762eb53,1721696.470500,30,0,15,30,,,0.951403
c26b5b91-61c0-488a-a150-ebfc67b30294,308408.260300,30,0,15,30,,,1.411857
26d8de80-3717-4e7a-b80d-b6d95ad32b01,9038625773.243200,0,0,15,9,,,0.114620
a5aa54a3-29e2-4ffe-99e8-81cdeef34e70,207028067.364100,25,10,30,26,,,0.313456
2dfc63ac-dc56-4cd3-a09e-3207299926ae,47601468.444800,30,0,15,30,,,0.310966
3036dc15-8609-4429-b2c7-9cd40ba609dd,453084.794000,30,0,15,,,,
5a54466d-da8f-4039-9d77-6dd8efd20581,8200.000000,30,0,15,,,,
83b71a81-f770-49a1-8f9d-c3e9c81faaab,19467942491.433002,0,0,15,7,,,0.146270
827cbd96-bdaa-45ed-8c25-56c68a10a313,3212896058.743400,7,0,15,15,,,0.118902
d71d83ae-3110-421d-9e3d-bde43f3dd52a,6743387062.118100,2,0,15,19,,,0.403650
44377fc8-9fe9-4d78-bd06-0ca6a51259bc,73341921875.000000,0,0,15,2,,,0.234617
447f29e6-6eca-4cc1-ac92-2471c4b6350d,460138476.710300,20,0,15,28,,,0.405101
3b5d800f-2fad-4f5b-af81-0ac6f63ee481,94185117.629700,30,10,30,30,,,0.218886
8916dab2-508d-4d45-97f3-adaba9c006c9,280396919.036400,23,0,15,30,,,0.354144
bb35be82-22bb-4f48-9bc4-7b5c8c858785,420422072.259900,20,0,15,18,,,0.385369
a27357ac-7966-4ed1-a9f3-211a1fb3aa35,7287778893.231900,2,10,30,13,,,0.192258
8036a21f-c6df-4efa-bc29-3cb370ef52e6,24924483.168200,30,0,15,30,,,1.227777
604fc62c-68ee-484d-910c-f0369cb6a777,31488281.250000,30,0,15,21,,,0.970736
517b028f-6530-4b66-9032-42791b4062d3,764560525.584200,16,0,15,26,,,0.838345
a61931b4-4f60-4b54-9fc4-d9e0f37b4a0e,202386309.040700,25,0,15,26,,,0.240909
e5c298e9-0a94-41e9-8a67-65a22c727e57,2759678361.865000,8,0,15,16,,,0.115804
73c780c9-0b25-48a8-8573-45a20f1fbea7,105857872.736200,29,0,15,30,,,0.802316
fb4b179c-4f14-4c76-a54e-26d43a0f2a9a,1494705976.261100,12,10,30,14,,,0.361905
41e02494-ea91-4a40-bcfb-e68ab76474f7,31500052681.234001,0,0,15,3,,,0.220245
1d768b3b-3441-429c-aa6d-3f4110c337dc,59125421875.000000,0,0,15,19,,,0.136582
dde806af-3076-4996-aa38-98c54370b6a2,1918437790.665000,10,10,30,17,,,0.308798
c2152a30-3728-45c5-b698-68877e3b6e5e,200786091.478500,25,0,15,30,,,0.822198
0460a138-27da-44d0-b752-2340a05a030b,25801429687.500000,0,0,15,2,,,0.102011
bfad1aca-4a65-41c7-b13e-cabd4eaca6bb,6064006605.141600,3,0,15,13,,,0.161795
2ca1bb02-5cf0-4943-bff9-11c0c1b92966,9628959419.802601,0,0,15,14,,,0.186741
d2a9d9c4-9522-4fce-acde-9baa0e608910,914633942.894000,15,10,30,20,,,0.256939
09775308-0b29-4ba9-a116-0fc48e356879,2472996428.489900,9,0,15,17,,,0.299146
d175ea1d-c38e-438a-b82b-e92a9011c03b,8273664091.812300,1,0,15,18,,,0.205696
9d5c2942-e3a8-4af6-9f53-cd4034f95b19,19726224.648900,30,0,15,30,,,0.389444
d460a1ed-d02b-4451-ad72-f3fff25cad0d,343113689.672900,21,0,15,30,,,0.415892
344547fb-0957-4835-8988-62825233fca4,511646836.717000,19,0,15,24,,,0.135802
3b3eda66-2af1-4f7e-a32c-2cb4d66649b5,147600800.123400,27,0,15,30,,,0.227350
fc77830a-ff6e-49c4-89aa-5c87a394a585,67675599404.896904,0,0,15,1,,,0.186756
2498e4bd-0bcb-4676-a83a-a924f42531fb,5176646.686500,30,0,15,30,,,0.889595
11c38deb-3644-4116-9a64-d0d2308f8e93,1920907074.932600,10,0,15,29,,,0.108423
f4e1eb63-c203-4c01-9ddc-2d8a02f6e8ef,1464929548.477500,12,0,15,21,,,0.203421
66c51b66-33ff-42da-8b65-6b272335a269,,,0,15,30,,,0.555977
d8e78587-a2ef-47f7-a1e0-f3419a554864,79079462.609100,30,0,15,30,,,0.909237
61c08b8e-559c-499f-a773-c592f509b3d0,238473086.637900,24,0,15,25,,,0.231963
093566be-5933-4aa6-a095-334c9d93f80f,43708621125.394295,0,0,15,4,,,0.105074
fd7e7f8b-f889-4949-9432-e5e616730cb0,3040225780.057400,7,0,15,11,,,0.294256
6963dab8-8aaa-4a15-8e4f-25d4e3049bd2,16779854.779100,30,0,15,30,,,1.414207
20c2a962-ae5c-4c79-87cc-991f6681086f,127267003441.320007,0,0,15,0,,,0.293279
58669f64-4b65-411e-96e6-8f8b03417cde,5087229310.057199,4,0,15,11,,,0.138947
d1a435fa-7b96-4716-a57c-9624ed90b120,102249722.640600,29,0,15,30,,,0.696231
35924432-8ed4-44d1-a570-a8dfecd9d45c,33976913.452100,30,10,30,27,,,0.606735
81b80ccf-8d8c-48f9-91df-d0ded0dcd21d,74002532.958000,30,0,15,27,,,0.674979
5bcdefd8-2c94-4dc1-8878-acb16c7aae13,759792490.324400,16,0,15,19,,,0.185791
fc79a5df-aa87-49bf-ba7d-bb9d8e66043a,11172275353.091499,0,0,15,10,,,0.109498
9fcb23c4-1579-4174-b0fb-2d60780819e3,94839875.149300,30,0,15,29,,,0.555844
2de2c587-a78b-48f1-8cda-09d9b5a24696,280457517786.849976,0,0,15,0,,,0.122746
714f021a-1529-4db4-b1ee-28c32160cd10,1330745937.336000,13,0,15,26,,,0.247656
499b2ea4-298e-42a4-8d65-0b5b74751a3a,675600457.022400,17,0,15,24,,,0.176846
ec9fa9a2-271f-44fa-843c-68598c937647,9587343.793900,30,0,15,30,,,0.280625
b2bc0697-de1b-494b-b2bc-887f793a1229,30163067.106400,30,0,15,30,,,0.373528
942ba946-a58b-4d9f-86ac-3b818fded498,7037867785.049600,2,0,15,1,,,0.276227
b0fd8182-7712-4685-be8d-2d26ae2a43af,43667195312.500000,0,0,15,0,,,0.256241
17f53ed3-bdb7-425f-abae-91f8cbf0137d,2511242012.311400,9,10,30,17,,,0.175459
4f3a2818-632c-4a51-b0e6-9c0fd3a689e5,4760561523.437500,4,0,15,5,,,0.251034
2d854601-fa78-4896-b595-e5f1f717bc35,468911416.307700,19,10,30,27,,,0.456712
825fb94e-a6f0-43fe-b044-c3eedf020c34,27764357421.875000,0,0,15,0,,,0.140044
1cbebe10-b9a9-48bf-bf58-4701fc2148e0,943178149.795600,15,0,15,17,,,0.372201
9e68d7a1-60ee-4bc2-beb0-fb842b327f38,148654533069.402985,0,0,15,1,,,0.176827
4d19daee-8660-4764-b117-0fd056a2ae8d,55717861.169900,30,0,15,30,,,0.873915
9561d3d6-afca-4f04-9058-05dff7340e0c,3707786865.234400,6,0,15,9,,,0.150103
28b304ad-f7c1-488f-99e0-dba30a490fdd,4141177882.375801,5,0,15,15,,,0.261030
ceee2a5e-4a46-4c37-afd8-74aec42b2f16,8872138.216400,30,0,15,30,,,1.413860
3ae92276-9edb-4380-a775-e79e6f08b152,4713781250.000000,4,0,15,10,,,0.128489
042afc42-7578-4608-a63e-a9e42edd4846,1169694484.232600,13,0,15,18,,,0.429026
03fd5d0c-0e99-422f-a304-d1921b2f2061,3123476905.012800,7,0,15,9,,,0.179174
511efc9a-f678-4c2f-8ac4-daa4dd89957b,86742564103.673508,0,0,15,0,,,0.161339
a4da8720-bf22-4f0e-aaf8-26e0e917303e,13941172851.562500,0,10,30,3,,,0.212940
c2096a75-8b77-4798-8b21-7bdb73d0caee,8924813.376600,30,0,15,30,,,0.726975
83af74c1-074e-44af-8994-55856e94c10c,214867015625.000000,0,0,15,0,,,0.109630
1eb215f7-e8a5-493c-81c7-1ebb1c8e0444,10817996592.392899,0,0,15,6,,,0.201900
694d25d0-c0b2-4e8a-b94d-6614b913f976,3131834.009800,30,0,15,30,,,1.132330
2145f61f-2493-41bb-85db-981ba276eafe,152388307.989400,27,0,15,30,,,0.382880
81d04973-bfcc-494c-9a40-431507ce83a7,52724080518.183197,0,0,15,3,,,0.235561
1233932d-b793-4dd0-89ec-7ba638b40110,1237785034.179700,13,0,15,5,,,0.614992
316a0afc-04ce-4366-ab23-93b39b2e100c,84925536691.652405,0,0,15,22,,,0.189795
97e9caac-2f72-4605-aecb-118515df0414,15813810851.970600,0,0,15,9,,,0.163565
4e926724-b001-4759-aa23-b22cd01278f1,573332386.444800,18,0,15,30,,,0.172296
21689b8c-501f-45dd-a780-728087171ee9,12318608301.127600,0,0,15,9,,,0.463019
1c883f5c-edb2-47da-89a0-a60cc46fc4ef,12039267124.611900,0,0,15,9,,,0.171876
24b23215-4ea8-4854-b7d1-bfb9524c9a1e,3389313476.562500,7,0,15,9,,,0.158292
a536a5fc-d18d-4906-a5f9-ea38bdb5411a,550403198.242200,18,0,15,23,,,0.301092
16a2377c-51ea-4c48-b663-95289e252e3b,88162265625.000000,0,0,15,0,,,0.101687
43205e71-4cdb-4c29-a6df-592da4733752,992428125000.000000,0,0,15,0,,,0.085107
6028b839-2834-4b77-b17f-8f13fecc23a9,779250601.508100,16,0,15,20,,,0.513572
9366d8bf-cb0a-4379-8738-94f69caa71fc,39091118.371200,30,0,15,30,,,0.201355
391edf6c-b1e0-4eed-9178-4f1f3511a062,35488554.263300,30,0,15,28,,,0.492985
5c30faa5-e0e1-4148-92c3-8c933f27de56,15955780626.009399,0,0,15,13,,,0.203287
40d79bf4-620e-4763-acff-180e45e97f61,1476924.339500,30,0,15,30,,,0.915941
f3766949-966c-4550-9fdb-95a4543eeb66,8287195312.500000,1,0,15,0,,,0.211130
4ed045b2-06a1-4d0f-a983-a3c72500f881,1575205688.476600,12,0,15,6,,,0.355425
49b844fe-aada-4030-a76a-8794ce04b3d4,,,0,,,,,
e7ac90e3-8efc-46e5-a922-6facc111601a,5316426510.500000,4,0,15,18,,,0.115923
57b13460-b8ed-4f2d-b86c-5488a2b6d222,307616299.315200,22,10,30,27,,,0.180129
a9a95cc5-d535-4c2e-94c2-a6d0151d677d,11405884765.625000,0,0,15,6,,,0.138345
b52b3d5a-0a60-42c9-87af-27176f26a340,873147787.269400,15,0,15,24,,,0.320370
4191e1f1-133a-461c-be1f-ebe2ccd7bfa1,1704061148.885600,11,0,15,15,,,0.254392
13c92b28-86cc-4641-902f-24d9fdc61324,5680735.396300,30,0,15,26,,,1.314986
b8695264-cf17-4ff4-a349-800657407f99,73741121.955000,30,0,15,30,,,0.432060
b7ffaea7-07fb-4f7c-b3a1-7b123a8cbcca,22157064406.122898,0,0,15,1,,,0.254773
4d351aa0-3770-4fb1-a373-2ce06e91930e,95603117187.500000,0,0,15,0,,,0.106946
d9af3afd-4554-439f-b62d-2b68bbe2b8a1,13384653553.627501,0,0,15,8,,,0.171338
30d10fb5-fba1-4ad7-8e19-409ae25ebb7d,141911178.234200,27,10,30,30,,,0.239188
3074639c-647a-4050-a6a5-fc95d062b953,6220857.143400,30,0,15,24,,,0.767969
1239cb88-000f-4029-ad14-6a7d3db199c8,2175672039.964500,9,0,15,20,,,0.251518
b757b607-414e-4868-bd33-2a29f1459c29,522007336.032400,19,0,15,29,,,0.289864
4f0a29ca-29bb-41f0-b495-e390a4027c0b,253999753177.518005,0,0,15,0,,,0.100310
28da96ec-6895-4587-8869-ecdb2b341364,7618353515.625000,1,0,15,6,,,0.316469
89f0b66e-6935-433b-ab30-df4febe6570a,2479727485.543900,9,0,15,18,,,1.159062
57c721d4-2c80-4b05-8ab4-b99c8a415aaa,52421764.102200,30,0,15,30,,,0.194775
7be944b8-76eb-4d86-aeba-7b13609445b7,402057067.871100,20,0,15,13,,,0.528666
785cf71b-dfc3-45d4-bbdb-7c81de5b6f6e,857495.431000,30,10,30,30,,,1.222113
cd2084fc-0679-4583-a951-7e20ad4cee8c,765206211.852900,16,10,30,30,,,0.249053
9530f537-0769-46d5-a43b-65608200b830,720809819.982800,17,0,15,28,,,0.393032
9f545cf0-4299-4dcf-b422-d40ad5782083,12172397545.166698,0,0,15,0,,,0.423512
6d07b562-2699-41e7-b39e-0d34637fc053,438809563.878800,20,0,15,24,,,0.352805
85f17192-c47b-4510-a833-9e8fcaadc3f5,4129694539.260600,5,0,15,14,,,0.168525
e44788f5-0035-4174-b337-2f52926dd12f,2239575927.734400,9,0,15,3,,,0.326286
d2705aed-b8d2-429a-b1b1-767e2c16d4b4,25223674569.887402,0,0,15,5,,,0.141619
614dbd10-884e-410e-abd3-7dc70b9fb855,22703588894.389099,0,0,15,7,,,0.138296
ae1434ff-a93e-4d5b-9ce4-934ca9a52962,88793630.168600,30,0,15,29,,,0.742442
47ef9bfa-2029-4ac0-8e69-472b4e7bbe26,1932900772.124500,10,0,15,30,,,0.264169
5cbe82dd-9aec-48bd-88d9-50a03a8c68bc,26657221453.061199,0,0,15,2,,,0.209956
03375eec-db5f-4829-97aa-cb66eeecc473,11736377.716100,30,0,15,30,,,0.535917
4c558fcc-452f-4854-9ee5-6139544b1eb5,1134996936.109700,14,0,15,25,,,0.256870
aa8a84b8-2c8d-40a9-ad82-d428982244d4,6532877441.406300,2,0,15,6,,,0.173058
9723292d-b116-4f09-b78a-b646fd483837,1170651760.229900,13,0,15,17,,,0.275671
b11b4802-87c8-4408-a0e5-dcbd4334e090,33526748.314900,30,0,15,30,,,0.704323
8a8f48ad-bd37-484e-b14b-304c0d106b17,404014231.137700,20,0,15,29,,,0.168619
90ff47d7-d4f9-49f3-a9a6-03ae261e7344,18696384087.626400,0,0,15,13,,,0.195040
40d6364c-7d9a-446d-a0c9-d6463f8bdabd,63428582031.250000,0,0,15,0,,,0.117456
6064bb8a-95ba-4055-8fd7-62643563edf4,20611806640.625000,0,0,15,0,,,0.200713
c2da3b29-9917-4e07-b84d-9ae4ba06c8b2,584875663.016300,18,0,15,24,,,0.114156
5c4b4f98-996b-4a5b-9523-b83acece52d9,14278827148.437500,0,0,15,0,,,0.224116
94e643bf-008a-47c8-94be-ac2e0475869d,2674331468.399300,8,0,15,9,,,0.258281
b4608397-b621-402c-bff8-ec3dfef5aec4,178709218750.000000,0,0,15,19,,,0.050170
0e21ad51-5a91-41ce-8983-2003bc1508bf,1115195.603600,30,0,15,30,,,1.414143
ff438899-0d29-4bd5-8e06-ffdbf14e2db4,9860701304.150499,0,0,15,3,,,0.287448
fcaece07-ce95-4d1e-b43c-3faf946108df,1778272490.293300,11,0,15,30,,,0.331417
ed09355c-918f-4d3c-be0a-952028af458d,5187346064.988800,4,0,15,30,,,0.173903
ae154ef9-b13b-41d1-8489-e7d4f3f5aa30,267985337.664700,23,0,15,24,,,0.256302
52ffe776-22bf-4a79-8b88-01ef6ddf79b0,47770258.848300,30,10,30,30,,,0.220015
49fd60d6-fb6a-40e1-a0fc-19e2bb0f936e,85002492187.500000,0,0,15,0,,,0.103145
52c63067-d09a-4afd-b6b6-cbf690132eac,6432142089.843800,2,0,15,4,,,0.286404
935ea804-1c03-408e-80ba-f3f238da3621,310544580.424000,22,0,15,22,,,0.343649
d54d9cc9-a5bd-424a-8b8e-926c6ec096d1,32299275780.129902,0,0,15,11,,,0.402189
7c76d9d7-0e9d-4f24-b3b7-7420faf671d2,4105504.003800,30,0,15,30,,,0.997161
4582813f-4a43-448a-a2f4-da556af4961c,25223674569.887402,0,0,15,5,,,0.146817
2e418de3-eabc-4eee-9b35-81afbcac768e,3306644000000.000000,0,0,15,6,,,0.274989
1b196cf8-1fa7-424a-bb74-6b6651126e17,,,0,15,17,,,0.228370
233fc2c8-99e3-4738-a6b6-6ac3c238e60d,60706800.274800,30,0,15,30,,,0.271856
9169cacc-d343-4c4e-8807-97b5abaa994e,18371280638.823101,0,0,15,8,,,0.108316
03c3138a-8d2d-4c52-8d40-336fbfe2bca2,82151635334.720703,0,0,15,0,,,0.244419
73b460b0-af3a-4c28-a14d-2289aae6ba3b,351000000.000000,21,0,15,14,,,0.426732
10f9c722-09a1-4dea-aed2-a93551268757,1523267372.444500,12,0,15,13,,,0.160443
55a7f3fe-5afa-4e69-a43a-31fcc03cb240,46044972.373700,30,0,15,30,,,0.298207
bd217750-0735-49c0-be57-47c6589f6c00,212816242.353600,25,0,15,30,,,0.133572
b8433ddc-9c44-4c6d-a0c8-f6677f9df7f9,3984727262.612600,5,0,15,10,,,0.582847
d50f7316-a229-4743-8a06-399cbd300717,77535586649.971802,0,0,15,11,,,0.187067
197bd183-a3c3-4cc1-bb2f-0b23cb7c4f26,11363599.777200,30,0,15,25,,,
62a864bd-26fe-4fd3-a88b-cfe2c6333c0b,1515291601.680600,12,0,15,16,,,0.205134
e5ef6020-0aa3-4a3f-b729-34d08c1b5e75,65945469.482200,30,0,15,30,,,0.817769
fb739e35-91ec-449e-91d4-b162b2f3c35e,51784157496.424904,0,0,15,4,,,0.094545
