id,currency,rho,rho-to-call,rho-to-maturity
ca6098aa-44b4-4413-b37c-16b370940301,USD,-0.596793,-0.596793,-0.596793
b1e33963-4007-4f96-9308-8eadaff5b42b,USD,-9.349592,-9.445671,-9.445671
1ff9f296-70ea-4640-b401-686ff1d1e33d,USD,-2.037498,-2.037498,-2.037498
ce76c996-d148-4c6b-87c6-b29fd5ab2791,EUR,-1.705156,0.122806,0.122806
63c772cb-6fd2-45a3-85c8-cd8b67bbcade,EUR,-0.012487,9.120487,9.120487
6446e8c3-174d-43bd-8a72-5828ffd9b323,EUR,-0.190562,5.130573,5.130573
2afd0d1e-ca99-4bd7-8ffc-7f04e9a3b6c7,EUR,-1.275350,-0.632198,-0.632198
1d66e78d-12d8-41d6-a7d9-2509df609cdb,GBP,-3.427257,-3.586408,-3.586408
78104bb3-1029-4617-bc24-f0ad7b1d6e5f,USD,-0.401904,-0.558493,-0.558493
bb3845aa-3bd2-478a-8465-fa60359c804c,MYR,-0.490909,-1.672756,-1.672756
2a447643-c10e-426a-a954-2c785416dc3c,USD,-0.482756,-0.967670,-0.967670
b7769cfd-4085-4cd8-aac6-eba10368b1bd,USD,-0.196322,3.149397,3.149397
11e52c70-4435-41cb-867b-3b600e1867ea,EUR,-1.564456,-1.725947,-1.725947
43bdcfdf-1ec2-432f-acad-bb930bae7bab,USD,-2.483783,-0.030762,-0.030762
d37ab3a9-34a7-4953-a200-341253b41e85,USD,-2.499018,-2.800727,-2.800727
ed09001f-0451-4516-a0a2-d9c833ea6c35,USD,-0.430299,-0.430299,-0.430299
e4f322cb-ac2a-4106-801e-d0cbcce824c6,USD,-1.623093,-1.975044,-1.975044
cde53ec0-9d7a-4cc4-a8a7-458229a97ed2,USD,-0.308018,-0.308018,-0.308018
40b70c1c-ec83-414f-9bbb-75d0129b10f5,NOK,-0.009243,-0.009243,-0.009243
343b6090-8b49-44ed-9d0d-80f883b04f32,USD,-0.951955,1.037357,1.037357
b2b0073c-c4d7-4dbd-a3d1-43a0d1b9c899,USD,-2.045083,-0.274265,-0.274265
daa0bff1-9d5c-4db7-83e9-77615f90ef22,USD,-1.795923,-2.080193,-2.080193
cfacdbd3-25cb-4f7b-8142-089d0cf9b6ac,EUR,-4.309963,-4.459506,-4.459506
cf78a953-d16d-4e5d-b4ac-5ab8d494b4fd,USD,-1.404881,-1.404881,-1.404881
49914036-0c3f-4995-8415-cd983bfa0196,USD,-2.516921,-0.114289,-0.114289
c3c7fb44-ef3a-4021-b2a9-f36748f1755f,SEK,-0.009925,0.022461,0.022461
83cd9632-38c6-4225-a9fe-e1a1a2404fba,USD,-2.488356,-0.920792,-0.920792
fc81adc8-1057-400e-8287-b0407b19a742,SGD,-4.582031,-4.582031,-4.582031
7aaa2683-1257-485d-b7f8-f4ad14bdd40e,USD,-5.568387,-5.568387,-5.568387
138d20a7-5f8d-4c28-b593-435ab20919c2,USD,-2.196822,-2.546488,-2.546488
c98815d6-b239-4bd6-add3-d098f6af4344,USD,-3.282979,-3.282979,-3.282979
5f7a830c-8edd-4d91-a130-b13951cdd89f,USD,-2.207976,-2.259267,-2.259267
0d7d4ae7-d308-4988-b34d-729928be3a24,USD,-2.106385,-2.106385,-2.106385
470c99aa-81cc-4e85-b8ad-8c24b2a9d101,USD,-1.429430,-1.429430,-1.429430
8f6bada2-1f0b-48d8-9360-ea5217ca7488,USD,-1.049469,-1.049469,-1.049469
b43bdd7a-4794-4b08-afdf-93186740ca1f,NOK,-0.019392,-0.019392,-0.019392
89a32c18-a07f-4262-aefa-a4f086878c6e,USD,-1.626743,-1.764803,-1.764803
bfbedfd1-b4f8-4d63-9c1c-c7956edcd682,USD,-0.084600,1.707209,1.707209
0eee1250-0a6d-41eb-aabf-5f7f3798eafa,USD,-4.306697,-4.306697,-4.306697
f3e5fc52-65de-4637-baee-9cea0095f1ca,USD,-1.818926,1.026750,1.026750
2df4016c-b57c-49ee-88fe-8781058cd64a,USD,-3.828254,-3.673820,-3.673820
943b8e20-4563-4c95-9f8e-0801a94b8cfd,USD,-0.083108,4.837500,4.837500
8d099a8b-b798-40eb-9f95-123f2fc09069,USD,-4.171148,-1.734465,-1.734465
c26cbff3-29e1-4048-8917-a3b1feefd64c,SGD,-0.384476,1.489029,1.489029
d000100a-2002-487c-9403-555ad9baa4a6,USD,-0.817969,0.214725,0.214725
9fef5913-923d-4ed4-bf2e-b796676c9f29,USD,-0.191499,-0.191499,-0.191499
ed61692a-499b-4ac7-aef5-dcaa908c2d9a,USD,-0.082945,-0.082945,-0.082945
d1cc73c7-7116-40c2-9a78-72fea89d90b4,SGD,-0.051498,-0.051498,-0.051498
e4a89f33-4b41-43d9-80f8-e6d5d5445469,USD,-1.167979,-1.167979,-1.167979
5da8421e-382b-4188-be01-50f6d17d4ef7,NOK,-0.016773,-0.016773,-0.016773
335082c9-76e4-4677-b3ac-96e5655298d4,NOK,-0.018369,-0.018369,-0.018369
590f38c9-b6fd-4930-a936-9b74f5e084b6,USD,-1.751886,-2.059773,-2.059773
3c12efef-13f6-48ee-a266-07fb1eb33938,NOK,-0.019613,-0.019613,-0.019613
2c5ea5a6-47c5-4c01-997c-00fd284b89db,USD,-1.872788,-1.872788,-1.872788
8143fe42-435e-4d8d-b667-96d6e868c7f1,EUR,-1.707293,-1.707293,-1.707293
eb3a0c69-808d-49c2-8e91-979b5fad7033,USD,-5.958396,-5.958396,-5.958396
762af6e6-4604-40f2-9976-1f8cdcccaf7d,SEK,-0.023515,-0.025075,-0.025075
38b8fe0b-b07a-4f28-a908-94ea7651eafa,USD,-5.234222,-1.770561,-1.770561
eb557077-7655-47e4-a669-7aa71634e6aa,EUR,-1.273112,-1.273112,-1.273112
1a62f1a7-7629-4611-b0c0-d1d019efb71b,USD,-0.419125,-0.419125,-0.419125
c113b5d6-c27f-4df2-8c4a-1d3c681b9044,USD,-2.304114,-2.472802,-2.472802
904116ae-68dd-490d-964e-2425c751fa7e,USD,-2.767136,-3.011054,-3.011054
017f4cf6-f9e9-4f97-8867-27566210f601,USD,-1.577515,-0.832128,-0.832128
66259b14-6b32-4e40-a858-405a1aa73b74,SGD,-2.266632,-2.266632,-2.266632
8471e2a7-e301-4a80-95d6-693910acca7e,EUR,-0.088661,-0.179620,-0.179620
7395f03d-b63f-4c47-b4ae-111ece7b18a7,USD,-2.998887,-2.998887,-2.998887
fc62f05b-675a-48d3-8646-55f3aef78568,USD,-1.394974,-1.394974,-1.394974
3a2378b8-a060-4337-9120-55a6fd404c48,USD,-0.796361,-0.796361,-0.796361
a627e72e-c79e-432a-b6f1-2fb15f667791,EUR,-0.261935,-0.261935,-0.261935
984a6427-c60b-48bf-a8a7-d25542bb1bdd,USD,-1.252371,-1.252371,-1.252371
30429815-7556-4e0b-a6a6-604f59258aac,USD,-3.918225,-4.086111,-4.086111
7587ea84-5a1b-4725-b056-eb30a8ae2a68,USD,-2.539213,-2.539213,-2.539213
039a6d5b-293f-45e4-b9ab-589ad0deeb1e,EUR,-8.249911,-53.342777,-53.342777
f0a76830-e167-4c8d-bf6e-56ac9c3ff0da,SGD,-0.347235,-0.347235,-0.347235
f11f1143-502d-4341-96a2-5b94e32151f2,USD,-0.197535,-0.197535,-0.197535
13fb9ad1-0c1f-4e57-9016-3e4cda37626e,USD,-0.197535,-0.197535,-0.197535
29eeceb1-67ef-4e66-a254-251146cbdf87,USD,-0.082901,-0.164941,-0.164941
cf701efc-b513-4343-801a-6219156f7607,CAD,-0.060258,-4.494236,-4.494236
2b675322-8df5-4b8c-adc1-4d2e17116e35,CAD,-0.060290,-10.682446,-10.682446
c8f9045c-ba64-4f14-a36a-f0c772fb6743,USD,-0.082925,-0.165036,-0.165036
074da82f-8d37-4ed8-bc36-e735251b268e,GBP,-1.202616,-17.732461,-17.732461
39dff293-699a-4035-aac8-826daab45883,USD,-0.082948,-13.447635,-13.447635
33b79166-272a-4c7a-b33c-91e15aa38091,EUR,-0.479579,-0.479579,-0.479579
bc70b104-327a-4d74-a5c6-9f8c11f62f66,EUR,-0.159291,-0.159291,-0.159291
196d3bf6-2cff-4b9b-ab46-e6ad27bf1e8b,GBP,3.473547,,3.473547
973a39d1-7487-46cf-a7b1-3c66957b592b,USD,-0.082955,-18.198401,-18.198401
34e7a348-37eb-4e05-87e7-698c4cf7211b,SGD,-0.198236,-2.247928,-2.247928
08b24d1f-53e8-4397-b033-ce6693ea926e,USD,-3.590452,-3.698264,-3.698264
4ff7c783-a5f1-4b90-90ee-55544747c279,GBP,-1.413884,-1.413884,-1.413884
c012a259-fc3b-4877-b5b5-3b07a45926c9,USD,-1.380002,-1.380002,-1.380002
0d5d4103-8345-4b7b-9021-64d980a2d3dd,CNY,-0.043214,-0.043214,-0.043214
27617342-d3cf-4bf5-ba52-56916e4e5a98,USD,-0.082906,-11.582051,-11.582051
c42d2e18-e746-4944-9ddb-bcf5820be286,USD,-1.059048,-1.087751,-1.087751
8f2f053b-ab72-4e6f-a920-433b457b7354,EUR,-2.136593,-5.994080,-5.994080
30f7e2fc-65df-4af9-895d-a455ec3d086c,USD,-3.650886,-2.496799,-2.496799
227e0b3d-06cb-4569-b3be-bfa2d860a5b2,USD,-0.082931,-59.845939,-59.845939
d7b42b04-c28b-4851-9dde-00130c97b9a6,EUR,-0.146176,-0.146176,-0.146176
358695c7-bce3-43e0-820a-409f270f8778,USD,-0.010508,-0.010508,-0.010508
c48145d9-7b83-426a-8049-3ef90ea8684a,USD,-0.389576,1.591943,1.591943
810bdc25-7a1c-48b0-84d3-0f6db4f824b1,USD,-0.442451,-0.442451,-0.442451
b0b5ec01-a209-43f6-8620-3bc22b5cceb0,USD,-0.174788,-0.377912,-0.377912
ef127053-7215-44c7-860a-91585e89629c,USD,-0.082852,-9.294971,-9.294971
6b997b36-b88c-4805-9673-c9da45cd66d4,EUR,-4.859134,-4.780254,-4.780254
e1f1ea01-c30b-48a3-8a08-6eb383d28f13,SGD,-0.403374,-0.403374,-0.403374
6e316461-2a33-4dc5-9b78-6d366fd9210c,RUB,-0.011019,-0.011019,-0.011019
07e1fdb3-0836-4476-b3bb-2aa29919878f,EUR,-0.055233,9.924235,9.924235
c489591b-4cf8-4aa6-8650-6237f1494118,EUR,-1.341972,-1.590891,-1.590891
f89797e3-d339-4d14-afb7-64d9d63fb32f,SGD,-2.233081,-2.233081,-2.233081
4a582182-8a0f-4e77-9419-3f90ca27b687,USD,-2.554515,-0.954863,-0.954863
9e7c5ef6-4b42-41e2-99bb-db1d6b0eb1e1,USD,-1.376647,-1.376647,-1.376647
becaa4c4-adfe-48a1-9d2b-2fe83d0246a4,SGD,-1.723434,-1.723434,-1.723434
6a179cd2-751c-495f-afa6-b94bc575f3ed,USD,-2.941067,-3.213613,-3.213613
86b55c59-3549-4825-aba0-035f0b3d5a68,CHF,-2.216337,-0.531180,-0.531180
fba47f75-b459-41f4-ba3b-de95255b816c,USD,-0.143545,-0.124390,-0.124390
366b255f-b15b-4133-b5f7-9a6a90a5e74e,EUR,-1.844639,-1.976165,-1.976165
f27f1893-0a78-4326-b019-cdc46727d334,USD,-7.925812,-7.803681,-7.803681
0e598f27-a196-4527-aad1-056e5945bd0a,EUR,-0.108097,8.819144,8.819144
03126972-eaf7-4163-bdc8-dd7860c8dbee,USD,-1.840616,-1.840616,-1.840616
bb23bb2b-7eac-47b2-bedf-1555e62214d1,USD,-0.148120,-1.892955,-1.892955
4cb09303-9b26-49d5-877d-1a3a5c9cbe03,USD,-1.374649,-1.374649,-1.374649
f2c5ac45-88bc-41e9-bb4a-eaaab34cb763,EUR,-5.903877,-5.903877,-5.903877
b10a738a-1c80-4f5f-8374-abc4aa0e4d70,EUR,-0.112787,8.951537,8.951537
577f5ce3-ae4d-425a-b423-1dee9a44d1f6,USD,-2.066201,-2.066201,-2.066201
c5fa335f-cb40-448a-88b5-158e107bcb83,CNY,-0.059268,-0.059268,-0.059268
576ac1cf-8098-4b6f-a634-f7ea93ff1e5d,USD,-4.224781,-4.511586,-4.511586
6856e616-4248-448a-9832-7df88f780e34,CNY,-0.141558,-0.141558,-0.141558
7e29f6ab-864b-4574-aa10-b64fa1f820ca,EUR,-1.849320,-1.849320,-1.849320
5b217d8c-be76-46cd-be5a-59bdd4bec1ab,EUR,-0.267761,-0.267761,-0.267761
380ad54b-8eb7-4c05-94fb-6e9da9e7d151,CNY,-0.151273,-0.151273,-0.151273
030bbe32-a87d-46ca-81bf-a7dbe7143565,USD,-0.184070,-0.184070,-0.184070
17a19d03-2336-42b9-be2d-380bbe5c7557,USD,-0.082842,-9.828693,-9.828693
54debe01-e895-4413-95e6-3ef4c1f52dd0,USD,-4.994975,-5.129384,-5.129384
22834f93-5433-4f1b-bef1-33b2546cb3dd,CNY,-0.089940,-0.089940,-0.089940
6dd01764-47d3-4648-88bc-c813042894a6,EUR,-2.077014,-2.482760,-2.482760
744a1a7a-629e-4e9c-a4d1-240c2c865284,USD,-0.082919,-4.019565,-4.019565
e6859b6d-339d-41f2-b44d-7cdb498bdd45,GBP,-2.720043,-2.720043,-2.720043
2769fa65-a1ad-4038-928b-38c2e261c493,USD,-0.476488,0.983687,0.983687
7303aed9-046f-4e27-bbc5-c0a8b66556f9,EUR,-1.366007,-1.366007,-1.366007
c87cdc50-db13-4619-adbf-eb145339ed29,SGD,-2.204755,-2.204755,-2.204755
8163973e-7232-4de7-aedf-3910c78a27fb,USD,-2.920046,-2.920046,-2.920046
57aa21c8-bfc2-4200-a346-f15dab827794,EUR,-0.974539,-0.974539,-0.974539
7c16832d-2ae7-4e9b-910f-5c7d0584b742,EUR,-0.973735,-0.356120,-0.356120
5dd73075-b907-4133-9472-012da99d99aa,EUR,-0.534560,-0.534560,-0.534560
d1db1cee-a751-4904-b990-0ac526ff5edd,USD,-2.013326,-0.885232,-0.885232
102d3340-cf8c-4dca-9d48-57dbb8f6d8bd,EUR,-1.833595,-2.284912,-2.284912
2601613e-5e4e-4ba8-8914-14a986087f65,EUR,-2.063644,-0.175885,-0.175885
d32ad4b5-d77d-41e7-ac51-f9455f74ecdd,EUR,-3.875994,-3.516063,-3.516063
32f72d7e-47de-4c14-9fac-05d66dfda7fe,USD,-3.051908,-2.688851,-2.688851
d2a84a14-6641-46e8-8ef8-ccd9ba9fb61d,EUR,-3.633349,-3.640405,-3.640405
91d89b4f-b7a4-4a9b-a411-478d668544ed,NOK,-0.010744,-0.010744,-0.010744
50843809-9d1c-4362-86fd-6fab62a64ba9,EUR,-0.143600,7.685294,7.685294
2cd50786-8e79-41e4-b465-1acc65a0fb6f,INR,-0.019494,-0.129326,-0.129326
76cf8519-9e42-43ce-a3f6-4d5e2852201a,USD,-0.181698,-2.954779,-2.954779
690986df-4855-424e-86ee-da10d384f420,USD,-2.995302,-3.119788,-3.119788
7ab11ee2-89de-4c0e-8098-ed1290aca80c,CNY,-0.146878,-0.146878,-0.146878
674528d9-5a9f-4418-929d-b2e73fcfb2d9,EUR,-0.175992,9.678549,9.678549
f3b42280-12e4-4bb7-9dc1-776786cf0409,EUR,-0.166588,2.781315,2.781315
a5c0de95-18f5-460a-afb8-e4b83c9bbff0,USD,-8.400576,-8.461997,-8.461997
8182d05c-8055-4b44-99ba-21db60ce001e,EUR,-0.921210,-1.165925,-1.165925
3133ebc6-ebfe-4f98-bfdb-7fad8757524f,USD,-2.200391,-0.907678,-0.907678
bf81544f-2345-4497-923b-fc2824272628,USD,-5.330077,-0.594022,-0.594022
764a4178-266a-4c08-bf42-bdb02d48fb37,SGD,-1.612789,1.335169,1.335169
c52383ec-c6d2-4b42-a9e7-ad16434f4ff6,SGD,-2.787256,0.645223,0.645223
f0f3b1ac-29ff-400c-a087-593b90e1f650,EUR,-1.731432,-1.731432,-1.731432
9c51c5f0-44f6-46fb-a490-e042644fa625,OMR,-0.012723,-0.012557,-0.012557
da0ca1d0-a0a5-429d-9fe0-ccaafa65338d,USD,-5.958396,-5.958396,-5.958396
570f123a-c423-40e0-88d1-b05433cd15fa,USD,-2.283906,-2.283906,-2.283906
16c22f67-9277-4a17-8d2e-585d6f52c796,EUR,-1.131579,-0.797850,-0.797850
0372c9a6-1d5b-4fec-bbd3-92e3a261abff,USD,-7.599986,,-7.599986
7ae7bc4a-142b-4623-b7aa-6bdcb07b6d33,EUR,-5.758786,-3.365150,-3.365150
9b3a77fb-89e2-4366-8535-59e93f82064c,EUR,-5.642286,-5.830435,-5.830435
739e6ac4-2a74-4a20-83d4-be6d33c3cd1e,CNY,-0.123334,-0.123334,-0.123334
bfda6919-8cbc-472f-b0a6-5c9ffaac141b,EUR,-1.749889,-1.749889,-1.749889
ead7b1d0-00e3-4d5f-8574-d04707fa6eb7,USD,-2.275686,-2.275686,-2.275686
4357dd7e-0fa3-41e7-9af7-ad2a379750a1,USD,-5.311086,-5.443720,-5.443720
df903a7e-f793-411c-b8df-b65a2f93be33,USD,-2.773187,-2.773187,-2.773187
e5e97581-55b6-45b0-b735-737364533a48,USD,-0.552791,-1.180905,-1.180905
796c82ed-bfa6-4287-b99c-e171cdb6caf6,USD,-0.169428,-0.169428,-0.169428
a141bf86-1533-433a-b124-cc72228b2da1,SGD,-0.249982,-3.959993,-3.959993
11ab8ad2-e175-4910-a2d6-20d3d145c96b,USD,-0.777086,5.613968,5.613968
bd44bd82-2f32-40b0-a172-91be95cd2cf1,EUR,-0.044933,10.336284,10.336284
1ee732d0-33cc-44dc-bcd5-ab34405462b9,EUR,-4.045891,-4.045891,-4.045891
2bba78af-4793-49f0-804b-c972728d9936,EUR,-0.162504,-0.162504,-0.162504
b73b2083-87df-4a64-bc5e-6ee141874fc0,USD,-3.880039,-3.880039,-3.880039
d4abc072-f297-4760-ba25-bdc12c09bfe0,USD,-4.481020,-4.481020,-4.481020
c2283d16-b6de-4456-9685-9f42a148d2ee,USD,-1.989519,-1.989519,-1.989519
9db63222-6c39-4fe9-9098-0e4e89e4809d,USD,-0.082948,-14.468793,-14.468793
c873ae81-3606-40dd-8537-ce722915aab6,EUR,-0.894726,4.339124,4.339124
fea94e49-c663-4e75-85fc-d971dfffb5a0,EUR,-0.052577,7.270630,7.270630
b069e747-dfe2-4e5a-84a1-e0cf2df9507b,EUR,-0.888692,0.489315,0.489315
a003083b-8d7e-484a-8daa-57fd05881833,GBP,-6.413050,-5.260305,-5.260305
1cc033cd-076f-4b34-b477-0a9faf89d932,EUR,-3.198906,-3.279794,-3.279794
4d5b60d4-8433-4f1b-a6b3-46a359aad94c,EUR,-4.120352,-2.655545,-2.655545
13979e77-862f-4f37-8261-6bb4a039c549,USD,-0.182799,-0.182799,-0.182799
9d69093f-481f-4e2f-b597-b6a08b7ef847,USD,-2.871184,-2.994962,-2.994962
1bd39328-90ad-47b0-9fee-63b8e647a7a1,EUR,-0.669034,-0.669034,-0.669034
49a99267-1662-4b14-8dad-05b58d7df8dd,CNY,-0.027443,-0.027443,-0.027443
4bb9dd68-df96-4e6c-bbcc-0d484b3190da,CNY,-0.089892,-0.089892,-0.089892
20438e73-c3dd-467b-92e5-79d2c510206a,CHF,-0.628185,-0.628185,-0.628185
b4174aa2-ebdc-47d8-a9ce-38ceaa0ebc42,USD,-0.024688,1.695441,1.695441
94035b96-a1be-4b5e-84b6-9427f2d07942,USD,-7.547780,-6.564555,-6.564555
f76006ee-c564-4877-a061-2efff5ad8398,EUR,-0.049064,-0.049064,-0.049064
6992844e-7e10-4b44-811a-de33d663b7cf,USD,-1.862122,-2.395008,-2.395008
ac3f17b0-383b-4ab4-bc91-e9a22cfcdb90,USD,-0.441275,-0.635578,-0.635578
734f08c8-bf2d-40f1-8f43-c770d3f30100,USD,-2.555228,-2.739747,-2.739747
48b58ede-d25e-4c82-b11e-7f86b6976b15,EUR,-0.037424,-0.037424,-0.037424
ab095a10-9a0a-4b04-97d6-a853f8059623,EUR,-2.577648,-0.624941,-0.624941
4022bff1-08e8-4330-a0b8-0351ffcfe13a,GBP,-0.672568,-0.672568,-0.672568
787e13e0-f573-4cf6-8b72-ab656949cd0f,USD,-0.470652,6.655728,6.655728
6931a6ce-9c40-47b3-bcbc-93618d868453,EUR,-0.848529,-1.876631,-1.876631
7430a331-0b84-46b2-bc54-d3eafa93c1c9,EUR,-2.637485,-2.637485,-2.637485
88303df1-8232-4363-9cce-a14a964622f7,USD,-2.613976,-2.613976,-2.613976
8928e92e-1828-440a-bd85-e43d5ef3f9b2,EUR,-4.132266,-4.272578,-4.272578
da334f90-dbd8-4b43-be19-664493557c88,EUR,-4.652016,-0.730351,-0.730351
a93b99fd-947a-4baa-97d8-6457c871834f,EUR,-7.450264,-7.555964,-7.555964
d6efe949-c71b-4e88-980e-0d59227aa548,USD,-5.561093,-5.561093,-5.561093
37395529-dd21-4608-9545-c5870d7a515c,USD,-0.947307,-0.947307,-0.947307
b041b91b-708b-441a-adf3-7ab724d1cc68,USD,-3.444992,-3.941231,-3.941231
fa5c6fe8-97f6-4bc9-ab6d-c2aaff4edc7a,EUR,-4.728639,-4.963403,-4.963403
d5410fa8-37de-45dc-959e-584902f4ad95,USD,-0.543695,-0.543695,-0.543695
2f4febb2-e80a-416c-9e78-a5aa1ecdfb16,EUR,-8.999004,-106.905081,-106.905081
66133d8d-bbd5-4c05-bcbc-fbe9eba06f5a,GBP,-2.872887,-2.562553,-2.562553
62860800-2668-4d31-94de-950c5ec29f32,GBP,-2.098540,-2.359707,-2.359707
38fa1cda-16cd-4110-885b-c15d7c191a3e,EUR,-2.843341,-2.843341,-2.843341
856dfb7d-fcae-452f-bdba-204658305365,EUR,-4.256000,-2.779085,-2.779085
39f45d92-ccdb-4080-819d-472137d395c8,GBP,-5.457684,-5.457684,-5.457684
041d22a2-c584-4084-8c84-8e2904635198,USD,-0.306300,0.889506,0.889506
2f4bf475-d5fb-442a-8d5d-83da7f319d43,USD,-2.715848,-2.715848,-2.715848
a198fada-1cad-40ac-996c-a6f114ff9913,CAD,-1.743890,-0.629100,-0.629100
24e62dd1-179c-4f81-b752-b770c63736b6,EUR,-1.934837,-2.299533,-2.299533
6578a901-72b9-4743-a3f5-9ca7a80f8b1a,EUR,-2.021215,-2.021215,-2.021215
efabe866-a593-4e44-9739-64aa486e8d6a,EUR,-2.200941,-2.357445,-2.357445
ede59779-2227-4cd1-b16e-34d22936ff4f,EUR,-3.198481,-3.253054,-3.253054
5295e78a-0735-45da-9940-5f478efb52f9,CNY,-0.131726,-0.131726,-0.131726
6bf3412f-6fbe-4013-9a6e-18023d18ffa3,INR,-0.062566,-0.065288,-0.065288
ffeb32f9-a4a0-4b17-a690-2ffc59aa4a99,USD,-5.346572,-5.428023,-5.428023
895101d4-e501-4f16-9e52-69f478fa067c,USD,-1.036570,-1.036570,-1.036570
774d83f5-3b00-4418-9b07-1dbd531f4b51,USD,-2.267887,-27.267175,-27.267175
708daa0d-e142-4084-aa91-8a5c8a9a333d,CNY,-0.029884,-0.029884,-0.029884
764709e8-4fe2-48d6-b83a-1dfd290eebd5,SGD,-0.734263,-0.734263,-0.734263
d1edab6c-c279-4cf6-a512-3269f89db533,SGD,-1.655961,-1.655961,-1.655961
50c1c70e-b52e-47f7-b531-250143b91b64,USD,-3.403195,-3.403195,-3.403195
353816f8-70b9-4b9c-86ba-fe83e8317b5d,EUR,-2.400665,-2.043400,-2.043400
d08c71f3-9091-43cc-b1e5-ab54a121bbf3,USD,-0.082680,-5.220994,-5.220994
066c3b77-d617-49b4-b883-cb2d08bb9f31,EUR,-4.541923,-4.681730,-4.681730
7ba85109-305d-466d-ae33-2c9b88dced8c,USD,-1.928614,1.687104,1.687104
31010271-ab4f-4f8a-b748-18a9d6573dd2,USD,-3.413321,-3.531047,-3.531047
9c4c7efb-d96e-4ad5-8cf7-8a394e475e10,USD,-2.132387,-2.132387,-2.132387
96f42388-515a-4967-aaaf-15a824afdaae,USD,-0.004612,0.585450,0.585450
f8ed1df1-a79e-49f3-a3a4-0e306db273e8,EUR,-0.197240,-0.460743,-0.460743
c8f1859c-1e17-4053-b012-0211fb90995d,USD,-2.099424,-2.410926,-2.410926
76136063-2925-4285-9fa0-c9a6bbe439a4,USD,-0.066273,-0.274235,-0.274235
7503ac00-f525-49d5-ad52-e2203f9e4b5e,EUR,-0.466280,-0.466280,-0.466280
c3bff0d4-cb6b-4ac4-8719-21bdc9befd99,USD,-4.807667,-5.110036,-5.110036
bc6adada-19eb-4aa4-a82f-69e3e1e23548,EUR,-0.754548,-0.359205,-0.359205
